Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","5111","Stocks","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","An","3286638","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72431","Livestock total (Emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","10.0321","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","453.556","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72254","Enteric fermentation (Emissions CH4)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","384.5366","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72386","Manure management (manure treated, N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","276393109.248","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72256","Manure management (Emissions CH4)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","69.0194","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72306","Manure management (Emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","3.3829","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72346","Manure management (Direct emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","1.9816","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72366","Manure management (Indirect emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","1.4013","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72380","Manure left on pasture (N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","69098277.312","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723802","Manure left on pasture that leaches (N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","20729483.1936","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723801","Manure left on pasture that volatilises (N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","13819655.4624","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72300","Manure left on pasture (Emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","2.6331","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72340","Manure left on pasture (Direct emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","2.1717","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","0.2443","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","0.2172","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72360","Manure left on pasture (Indirect emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","0.4615","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72381","Manure applied to soils (N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","179346419.2806","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723812","Manure applied to soils that leaches (N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","53803925.7842","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723811","Manure applied to soils that volatilises (N content)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kg","35869283.8561","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72301","Emissions (N2O) (Manure applied)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","4.0161","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72341","Manure applied to soils (Direct emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","2.8183","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723612","Indirect emissions (N2O that leaches) (Manure applied)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","0.6341","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723611","Indirect emissions (N2O that volatilises) (Manure applied)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","0.5637","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72361","Manure applied to soils (Indirect emissions N2O)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","1.1978","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","5111","Stocks","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","An","3212560","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72431","Livestock total (Emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","9.806","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","443.3333","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72254","Enteric fermentation (Emissions CH4)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","375.8695","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72386","Manure management (manure treated, N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","270163445.76","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72256","Manure management (Emissions CH4)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","67.4638","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72306","Manure management (Emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","3.3067","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72346","Manure management (Direct emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","1.937","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72366","Manure management (Indirect emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","1.3697","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72380","Manure left on pasture (N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","67540861.44","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723802","Manure left on pasture that leaches (N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","20262258.432","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723801","Manure left on pasture that volatilises (N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","13508172.288","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72300","Manure left on pasture (Emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","2.5738","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72340","Manure left on pasture (Direct emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","2.1227","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","0.2388","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","0.2123","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72360","Manure left on pasture (Indirect emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","0.4511","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72381","Manure applied to soils (N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","175304104.9011","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723812","Manure applied to soils that leaches (N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","52591231.4703","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723811","Manure applied to soils that volatilises (N content)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kg","35060820.9802","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72301","Emissions (N2O) (Manure applied)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","3.9256","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72341","Manure applied to soils (Direct emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","2.7548","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723612","Indirect emissions (N2O that leaches) (Manure applied)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","0.6198","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723611","Indirect emissions (N2O that volatilises) (Manure applied)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","0.551","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72361","Manure applied to soils (Indirect emissions N2O)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","1.1708","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","5111","Stocks","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","An","3234908","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72431","Livestock total (Emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","9.8742","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","446.4173","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72254","Enteric fermentation (Emissions CH4)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","378.4842","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72386","Manure management (manure treated, N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","272042823.168","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72256","Manure management (Emissions CH4)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","67.9331","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72306","Manure management (Emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","3.3297","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72346","Manure management (Direct emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","1.9504","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72366","Manure management (Indirect emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","1.3792","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72380","Manure left on pasture (N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","68010705.792","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723802","Manure left on pasture that leaches (N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","20403211.7376","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723801","Manure left on pasture that volatilises (N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","13602141.1584","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72300","Manure left on pasture (Emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","2.5917","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72340","Manure left on pasture (Direct emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","2.1375","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","0.2405","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","0.2137","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72360","Manure left on pasture (Indirect emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","0.4542","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72381","Manure applied to soils (N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","176523598.4316","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723812","Manure applied to soils that leaches (N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","52957079.5295","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723811","Manure applied to soils that volatilises (N content)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kg","35304719.6863","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72301","Emissions (N2O) (Manure applied)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","3.9529","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72341","Manure applied to soils (Direct emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","2.7739","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723612","Indirect emissions (N2O that leaches) (Manure applied)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","0.6241","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","723611","Indirect emissions (N2O that volatilises) (Manure applied)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","0.5548","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72361","Manure applied to soils (Indirect emissions N2O)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","1.1789","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","5111","Stocks","F0960","Cattle, dairy","1966","1966","3050","FAO TIER 1","An","3224023","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72431","Livestock total (Emissions N2O)","F0960","Cattle, dairy","1966","1966","3050","FAO TIER 1","kt","9.841","E","Estimated value",""
"GLE","Emissions from Livestock","826","United Kingdom of Great Britain and Northern Ireland","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1966","1966","3050","FAO TIER 1","kt","444.9152","E","Estimated value",""
