Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1977","1977","3050","FAO TIER 1","kg","124871600.957","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1977","1977","3050","FAO TIER 1","kt","2.4038","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1977","1977","3050","FAO TIER 1","kt","1.9623","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1977","1977","3050","FAO TIER 1","kt","0.4415","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1978","1978","3050","FAO TIER 1","kg","117379989.6934","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1978","1978","3050","FAO TIER 1","kt","2.2596","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1978","1978","3050","FAO TIER 1","kt","1.8445","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1978","1978","3050","FAO TIER 1","kt","0.415","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1979","1979","3050","FAO TIER 1","kg","114926220.0035","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1979","1979","3050","FAO TIER 1","kt","2.2123","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1979","1979","3050","FAO TIER 1","kt","1.806","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1979","1979","3050","FAO TIER 1","kt","0.4063","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1980","1980","3050","FAO TIER 1","kg","122245400.8175","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1980","1980","3050","FAO TIER 1","kt","2.3532","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1980","1980","3050","FAO TIER 1","kt","1.921","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1980","1980","3050","FAO TIER 1","kt","0.4322","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1981","1981","3050","FAO TIER 1","kg","121275308.5692","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1981","1981","3050","FAO TIER 1","kt","2.3345","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1981","1981","3050","FAO TIER 1","kt","1.9058","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1981","1981","3050","FAO TIER 1","kt","0.4288","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1982","1982","3050","FAO TIER 1","kg","128446966.8863","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1982","1982","3050","FAO TIER 1","kt","2.4726","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1982","1982","3050","FAO TIER 1","kt","2.0185","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1982","1982","3050","FAO TIER 1","kt","0.4542","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1983","1983","3050","FAO TIER 1","kg","117623025.9493","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1983","1983","3050","FAO TIER 1","kt","2.2642","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1983","1983","3050","FAO TIER 1","kt","1.8484","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1983","1983","3050","FAO TIER 1","kt","0.4159","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1984","1984","3050","FAO TIER 1","kg","128220676.9743","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1984","1984","3050","FAO TIER 1","kt","2.4682","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1984","1984","3050","FAO TIER 1","kt","2.0149","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1984","1984","3050","FAO TIER 1","kt","0.4534","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1985","1985","3050","FAO TIER 1","kg","114101056.8023","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1985","1985","3050","FAO TIER 1","kt","2.1964","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1985","1985","3050","FAO TIER 1","kt","1.793","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1985","1985","3050","FAO TIER 1","kt","0.4034","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1986","1986","3050","FAO TIER 1","kg","116740904.7532","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1986","1986","3050","FAO TIER 1","kt","2.2473","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1986","1986","3050","FAO TIER 1","kt","1.8345","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1986","1986","3050","FAO TIER 1","kt","0.4128","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1987","1987","3050","FAO TIER 1","kg","107945817.2218","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1987","1987","3050","FAO TIER 1","kt","2.078","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1987","1987","3050","FAO TIER 1","kt","1.6963","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1987","1987","3050","FAO TIER 1","kt","0.3817","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1988","1988","3050","FAO TIER 1","kg","102691125.0292","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1988","1988","3050","FAO TIER 1","kt","1.9768","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1988","1988","3050","FAO TIER 1","kt","1.6137","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1988","1988","3050","FAO TIER 1","kt","0.3631","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1989","1989","3050","FAO TIER 1","kg","94698113.1575","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1989","1989","3050","FAO TIER 1","kt","1.8229","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1989","1989","3050","FAO TIER 1","kt","1.4881","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1989","1989","3050","FAO TIER 1","kt","0.3348","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1990","1990","3050","FAO TIER 1","kg","92085718.9263","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1990","1990","3050","FAO TIER 1","kt","1.7727","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1990","1990","3050","FAO TIER 1","kt","1.4471","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1990","1990","3050","FAO TIER 1","kt","0.3256","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1991","1991","3050","FAO TIER 1","kg","88513879.7684","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1991","1991","3050","FAO TIER 1","kt","1.7039","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1991","1991","3050","FAO TIER 1","kt","1.3909","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1991","1991","3050","FAO TIER 1","kt","0.313","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1992","1992","3050","FAO TIER 1","kg","85188059.2864","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1992","1992","3050","FAO TIER 1","kt","1.6399","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1992","1992","3050","FAO TIER 1","kt","1.3387","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1992","1992","3050","FAO TIER 1","kt","0.3012","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1993","1993","3050","FAO TIER 1","kg","70434140.3948","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1993","1993","3050","FAO TIER 1","kt","1.3559","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1993","1993","3050","FAO TIER 1","kt","1.1068","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1993","1993","3050","FAO TIER 1","kt","0.249","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1994","1994","3050","FAO TIER 1","kg","69129548.3007","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1994","1994","3050","FAO TIER 1","kt","1.3307","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1994","1994","3050","FAO TIER 1","kt","1.0863","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1994","1994","3050","FAO TIER 1","kt","0.2444","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72392","Crop residues (N content)","0115","Barley","1995","1995","3050","FAO TIER 1","kg","79032715.1286","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72302","Crop residues (Emissions N2O)","0115","Barley","1995","1995","3050","FAO TIER 1","kt","1.5214","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72342","Crop residues (Direct emissions N2O)","0115","Barley","1995","1995","3050","FAO TIER 1","kt","1.2419","E","Estimated value",""
"GCE","Emissions from Crops","826","United Kingdom of Great Britain and Northern Ireland","72362","Crop residues (Indirect emissions N2O)","0115","Barley","1995","1995","3050","FAO TIER 1","kt","0.2794","E","Estimated value",""
